1787.67437866477,-866.709129724505,224,-707.372809406259,2938.38029414747,197,-2576.6686905126,-1825.07738559313,215,0
1792.06250087448,-862.61713956413,224,-709.571477698517,3001.34191624967,197,-2566.22442216132,-1830.98646831437,215,0
1792.06250087448,-862.61713956413,224,-709.571477698517,3001.34191624967,197,-2566.22442216132,-1830.98646831437,215,0
1794.98791568096,-859.88914612388,224,-2568.83548924914,-1829.50919763406,215,-578.604349626494,2908.71138173794,197,0
1776.22477623656,-839.943341473,224,-818.097942044611,3069.6703122383,197,-2570.57620064102,-1828.52435051385,215,-578.604349626494,2908.71138173794,197,0
1791.33114717286,-863.299137924192,224,-821.185763462945,3128.58945478882,197,-2579.27975760042,-1823.60011491282,215,-382.184397918853,3072.3001365592,197,0
1791.33114717286,-863.299137924192,224,-823.488545537635,3172.52915431802,197,-2571.44655633696,-1828.03192695375,215,-382.184397918853,3072.3001365592,197,0
1792.7938545761,-861.935141204067,224,-824.378256793765,3189.50585640885,197,-2566.22442216132,-1830.98646831437,215,-371.764522361968,3083.09023356428,197,0
1792.7938545761,-861.935141204067,224,-824.378256793765,3189.50585640885,197,-2566.22442216132,-1830.98646831437,215,-371.764522361968,3083.09023356428,197,0
1792.7938545761,-861.935141204067,224,-772.70840980808,3246.04948132977,197,-2587.11295886388,-1819.16830287189,215,-370.37520562105,3084.52891316496,197,0
1774.04865312352,-842.008405200082,224,-772.315835321792,3237.05804733554,197,-2584.50189177606,-1820.6455735522,215,-384.963031400689,3069.42277735785,197,0
1774.04865312352,-842.008405200082,224,-772.315835321792,3237.05804733554,197,-2584.50189177606,-1820.6455735522,215,-384.963031400689,3069.42277735785,197,0
1801.57009899553,-853.751160883317,224,-772.097738384965,3232.06280622763,197,-2561.47864972756,-1857.30372507938,215,-384.963031400689,3069.42277735785,197,0
1785.48031755991,-868.755124804692,224,-772.272215934427,3236.05899911396,197,-2565.35406646538,-1831.47889187447,215,-373.848497473345,3080.93221416327,197,0
1771.14715563947,-844.761823502857,224,-771.617925123947,3221.07327579023,197,-2587.11295886388,-1819.16830287189,215,-382.184397918853,3072.3001365592,197,0
1771.14715563947,-844.761823502857,224,-771.617925123947,3221.07327579023,197,-2587.11295886388,-1819.16830287189,215,-382.184397918853,3072.3001365592,197,0
1787.67437866477,-866.709129724505,224,-772.926506744907,3251.04472243768,197,-2568.83548924914,-1829.50919763406,215,-382.184397918853,3072.3001365592,197,0
1783.28625645505,-870.80111988488,224,-772.272215934427,3236.05899911396,197,-2568.83548924914,-1829.50919763406,215,-383.573714659771,3070.86145695853,197,0
1783.28625645505,-870.80111988488,224,-772.272215934427,3236.05899911396,197,-2568.83548924914,-1829.50919763406,215,-383.573714659771,3070.86145695853,197,0
