COPPos,ID,
-2556.22858267796,-2886.05773453301,19,
-2460.20455701207,-2870.70319355606,19,-3190.42611488968,-3600.38155762751,24,
-2565.00871084637,-2864.2930969049,19,-3193.39697179517,-3618.13469845518,24,
-2523.75186627621,-2992.95812698522,19,-3222.3285230529,-3580.69467777344,24,
-2471.31954098534,-2942.57800372584,19,-3253.39098876825,-3557.8021251517,24,
-2471.31954098534,-2942.57800372584,19,-3253.39098876825,-3557.8021251517,24,
-2471.07524450842,-2950.57373951497,19,-3254.66663744669,-3564.68490950465,24,
-2472.25279521996,-3060.6119044323,19,-3214.06020750685,-3584.43780870876,24,
-2472.25279521996,-3060.6119044323,19,-3227.82577621275,-3586.98910606565,24,
-2558.47743430634,-2748.01196894385,19,-3218.97648204467,-3585.34898633622,24,
-2558.47743430634,-2748.01196894385,19,-3289.83101992024,-3564.1158633119,24,
-3283.72513206819,-3532.70379344157,24,
-3356.54966145872,-3544.41911600262,24,
-3356.54966145872,-3544.41911600262,24,
-3356.54966145872,-3544.41911600262,24,
-3356.54966145872,-3544.41911600262,24,-2321.46382003143,-3147.06993203036,25,
-3356.54966145872,-3544.41911600262,24,-2456.21201781838,-3004.94893199321,25,
-3354.88636793218,-3536.59393519675,24,-2537.06093649055,-2866.00245601187,25,
-3356.54966145872,-3544.41911600262,24,-2540.05534088582,-2865.81931039327,25,
-3355.71801469545,-3540.50652559969,24,
-3355.71801469545,-3540.50652559969,24,
-3362.37118880162,-3571.80724882317,24,-2462.1762149753,-2962.88138195274,26,
-3360.70789527508,-3563.9820680173,24,-2467.43034887971,-2949.71920503557,26,
-3360.91580696589,-3564.96021561803,24,-2471.94813408227,-2951.49369500622,26,
-3359.46042513017,-3558.11318241289,24,-2469.28699922506,-2941.84252055339,26,
-3359.46042513017,-3558.11318241289,24,-2482.26275160454,-2942.63615156735,26,
-3309.96680249203,-3907.87467106777,24,-2489.70513157661,-2940.59439637597,26,
-3309.49749909691,-3904.91160604599,24,-2488.23410798864,-2942.0025951094,26,
-3307.23821189851,-3895.16352262816,24,-2492.63845254935,-2937.27807506152,26,
-3306.71642988376,-3891.70184306615,24,-2516.14697753158,-2941.71225882606,26,
-3306.50751679909,-3890.21554018533,24,-2521.18128253978,-2944.51712076163,26,
-3308.03911307962,-3896.54010700058,24,-2520.56877449872,-2937.98758647334,26,
-3364.86612909143,-3583.54502003197,24,-2540.52274426394,-2938.70863341646,26,
-2553.19702830571,-2935.01569615304,26,
-2571.57614064441,-2919.37238429263,26,-3377.75665392213,-3644.19017127747,27,
-2590.41945658646,-2919.82113876422,26,-3289.55602473758,-3893.23484184228,27,
-2581.42802259222,-2919.42856427793,26,-3289.55602473758,-3893.23484184228,27,
-2586.04502525969,-2935.2442955948,26,-3296.31852576304,-3597.49118754912,27,
-2577.6019798699,-2925.75185934081,26,-3328.23033822497,-3578.90855595572,27,
-2589.27650639873,-2944.39821938831,26,
-2585.78130302709,-2944.21504354146,26,
-2592.7062673996,-2942.08225192272,26,-3324.84108333988,-3562.24983597716,28,
-2584.32262414742,-2945.63602559456,26,-3245.62783974973,-3731.52430158518,28,
-2584.53203973388,-2953.63328419437,26,-3131.67048363366,-3933.16534870453,28,
-2585.57028514554,-3000.32405825323,26,-3131.67048363366,-3933.16534870453,28,
-2569.10130833975,-3001.38805140344,26,-3249.71775247391,-3761.65143605674,28,
-2552.63059995679,-3002.05519881843,26,-3249.09316944084,-3758.20973875216,28,
-2554.63280638963,-3003.2937156887,26,-3237.13364740687,-3811.30976734639,28,
-2550.13946821956,-3003.17158838138,26,-3234.91470213913,-3794.45520470303,28,
-2561.51523905189,-3014.01464011414,26,-3214.71439093657,-3788.46866883516,28,
-2549.13836500315,-3002.55232994625,26,-3136.44175121433,-3755.94644096152,28,
-2624.13539104127,-3008.78555192272,26,-3100.71598003878,-3778.32194490394,28,
-2546.54321707556,-3013.52625179786,26,-3246.34746855905,-3740.42733515284,28,
-2558.02176725741,-3013.67887314669,26,-3245.23493171199,-3733.01244510528,28,
-2552.63183679762,-3002.33866005788,26,-3369.85600967106,-3607.02056244958,28,
-2558.52083465662,-3012.79366932344,26,
-2550.03668887004,-3013.00733921181,26,-3365.07404078225,-3584.52316763271,29,
-2596.07667418644,-3020.62313796531,26,
-2596.56881527699,-3022.24104517597,26,
-2598.06948062896,-3021.53892651483,26,-3042.67609853504,-3825.86799627458,30,
-2550.14045769223,-3022.86051520882,26,
-2542.7699059534,-3296.37967417315,26,-3367.9848044537,-3598.21723404298,31,
-2542.76875156862,-3296.64423799663,26,-3367.9848044537,-3598.21723404298,31,
-2543.46600715229,-3293.05620480368,26,-3373.18259672414,-3622.67092406133,31,
-2529.15726451746,-3292.67250855205,26,-3373.18259672414,-3622.67092406133,31,
-2528.49085184585,-3292.85857851725,26,-3373.18259672414,-3622.67092406133,31,
-2534.71254160037,-3304.45790372028,26,-3326.2366588808,-3569.10930890951,31,
-2553.13016209234,-3024.12081353731,26,-3372.97468503332,-3621.69277646059,31,
-2556.62833388197,-3023.2573307158,26,-3371.31139150678,-3613.86759565472,31,
-2554.12928636342,-3023.95509308529,26,-3377.13291884968,-3641.25572847527,31,
-2562.13054790787,-3034.02671070049,26,-3377.13291884968,-3641.25572847527,31,
-2566.12171696681,-3034.42790674898,26,-3378.5883006854,-3648.1027616804,31,
-2571.61648218551,-3034.18800011847,26,-3329.42654583148,-3584.78810418344,31,
-2545.15038183362,-3034.3495685781,26,-3330.22401756915,-3588.70780300192,31,
-2559.13660022418,-3033.79123111843,26,-3330.22401756915,-3588.70780300192,31,
-2564.12590408155,-3034.25347570646,26,-3332.21769691332,-3598.50705004813,31,
-2555.13447008731,-3034.64605019274,26,-3324.44234747105,-3560.28998656792,31,
-2565.12586572629,-3034.10518839219,26,-3329.02780996264,-3582.8282547742,31,
-2558.13572515628,-3034.0441863596,26,-3332.61643278215,-3600.46689945737,31,
-2555.13264324099,-3034.85538604654,26,-3330.42338550356,-3589.68772770655,31,
-2560.62740845969,-3034.61547941604,26,-3328.42970615939,-3579.88848066034,31,
-2542.64910758702,-3034.87728875411,26,-3330.22401756915,-3588.70780300192,31,
-2555.6317106402,-3034.88591031631,26,-3330.42338550356,-3589.68772770655,31,
-2544.14813663097,-3034.75952570961,26,-3331.02148930681,-3592.62750182041,31,
-2560.54409275857,-3045.16654246562,26,-3326.43602681522,-3570.08923361413,31,
-2557.12936954942,-3034.92514916216,26,-3329.82528170031,-3586.74795359268,31,
-2561.04127611489,-3045.34098878974,26,-3329.82528170031,-3586.74795359268,31,
-2556.06002233726,-3044.31613582029,26,-3333.01516865099,-3602.42674886662,31,
-2547.5614322218,-3044.90062565097,26,-3333.01516865099,-3602.42674886662,31,
-2558.04749973392,-3045.10986915302,26,-3328.42970615939,-3579.88848066034,31,
-2535.80822186429,-3262.91560562393,26,-3327.83160235614,-3576.94870654647,31,
-2529.15620410984,-3262.78030628307,26,-3333.2145365854,-3603.40667357124,31,
-2531.45900569966,-3265.92263864451,26,-3327.4328664873,-3574.98885713723,31,
-2532.46216461248,-3265.59989503909,26,-3327.4328664873,-3574.98885713723,31,
-2538.48338937603,-3262.26767654632,26,-3328.62907409381,-3580.86840536496,31,
-2542.08087519316,-3269.58720268897,26,-3327.23349855289,-3574.00893243261,31,
-2538.19199806869,-3256.77916620606,26,-3328.23033822497,-3578.90855595572,31,
-2535.81753170648,-3262.53414911815,26,-3327.4328664873,-3574.98885713723,31,
-2524.42840754499,-3270.38566659328,26,-3329.22717789706,-3583.80817947882,31,
-2531.47562141826,-3263.98668015587,26,-3326.03729094638,-3568.12938420489,31,
-2538.74921942491,-3270.06384269279,26,-3329.22717789706,-3583.80817947882,31,
-2536.56243279015,-3252.78223887481,26,-3327.63223442172,-3575.96878184185,31,
-2530.55021733959,-3255.09808521442,26,-3327.4328664873,-3574.98885713723,31,
-2531.88410848135,-3254.83059017746,26,-3327.4328664873,-3574.98885713723,31,
-2530.47962753114,-3263.18687607718,26,-3329.02780996264,-3582.8282547742,31,
-2529.12085740342,-3266.70269476427,26,-3328.42970615939,-3579.88848066034,31,
-2541.15753301666,-3260.92378284037,26,-3331.02148930681,-3592.62750182041,31,
-2529.16640277993,-3261.08623731802,26,-3328.42970615939,-3579.88848066034,31,
-2536.83479428069,-3260.46734309658,26,-3328.23033822497,-3578.90855595572,31,
-2535.16956157853,-3260.49352624567,26,-3326.03729094638,-3568.12938420489,31,
-2533.55656158991,-3253.91305895997,26,-3326.03729094638,-3568.12938420489,31,
-2529.17323850464,-3260.81236511569,26,-3331.42022517565,-3594.58735122965,31,
-2535.85780813081,-3257.23358227792,26,-3326.43602681522,-3570.08923361413,31,
-2549.14383445046,-3034.48909480934,26,-3325.23981920872,-3564.2096853864,31,
-2565.04072346586,-3045.05746874858,26,-3325.23981920872,-3564.2096853864,31,
-2539.07603040662,-3044.47766110116,26,-3326.2366588808,-3569.10930890951,31,
-2543.06856960031,-3044.7218552593,26,-3329.22717789706,-3583.80817947882,31,
-2548.56207907742,-3044.76977811803,26,-3327.83160235614,-3576.94870654647,31,
-2546.14897334362,-3034.35828315418,26,-3327.4328664873,-3574.98885713723,31,
-2541.15007854307,-3034.99505179861,26,-3325.63855507755,-3566.16953479564,31,
-2552.640503226,-3034.33642695356,26,-3324.64171540546,-3561.26991127254,31,
-2544.15087690045,-3034.44552192891,26,-3328.03097029056,-3577.92863125109,31,
-2554.13724871205,-3034.48033372631,26,-3327.03413061847,-3573.02900772799,31,
-2555.12944625993,-3035.2217237907,26,-3328.23033822497,-3578.90855595572,31,
-2547.63795473281,-3035.39186730559,26,-3328.42970615939,-3579.88848066034,31,
-2558.13344159838,-3034.30585617685,26,-3326.63539474964,-3571.06915831875,31,
-2541.24913965664,-3013.33878011585,26,-3327.63223442172,-3575.96878184185,31,
-2559.1202077237,-3024.20364353508,26,-3327.63223442172,-3575.96878184185,31,
-2564.61835963267,-3022.6118740743,26,-3328.23033822497,-3578.90855595572,31,
-2550.03668887004,-3013.25153336995,26,-3326.83476268405,-3572.04908302337,31,
-2565.00871084637,-3161.96577567686,26,-3326.83476268405,-3572.04908302337,31,
-2555.02736286215,-3161.35529028151,26,-3328.62907409381,-3580.86840536496,31,
-2571.99565443532,-3162.39311545361,26,-3331.42022517565,-3594.58735122965,31,
-2592.9866717662,-2935.99439025454,26,-3330.22401756915,-3588.70780300192,31,
-2591.90079348969,-2933.44357723075,26,-3330.62275343798,-3590.66765241117,31,
-2607.263336758,-2921.56014843788,26,-3329.02780996264,-3582.8282547742,31,
-2606.24289752956,-2921.00828837085,26,-3329.02780996264,-3582.8282547742,31,
-2574.27618329483,-3181.57466999156,26,-3329.62591376589,-3585.76802888806,31,
-2578.02417111722,-3179.24891516645,26,-3326.83476268405,-3572.04908302337,31,
-2577.61293901253,-3169.16915902482,26,-3325.0404512743,-3563.22976068178,31,
-2582.62135501426,-3166.40946018866,26,-3329.82528170031,-3586.74795359268,31,
-2577.23492868141,-3170.51043591876,26,-3327.63223442172,-3575.96878184185,31,
-2578.1556134715,-3159.8619215795,26,-3330.02464963473,-3587.7278782973,31,
-2569.78381135936,-3152.62638728612,26,-3331.81896104448,-3596.54720063889,31,
-2582.50473620588,-3145.27856492302,26,-3327.63223442172,-3575.96878184185,31,
-2578.17288779765,-3145.16513148035,26,-3327.63223442172,-3575.96878184185,31,
-2583.65897411769,-3138.22041387241,26,-3327.63223442172,-3575.96878184185,31,
-2628.51918866641,-2827.74178730267,26,-3334.21137625749,-3608.30629709434,31,
-2633.51899828173,-2827.78541998016,26,-3334.21137625749,-3608.30629709434,31,
-2637.06562348965,-2817.0997772624,26,-3334.21137625749,-3608.30629709434,31,
-2637.72543977407,-2810.6086852865,26,-3329.82528170031,-3586.74795359268,31,
-2636.60017736251,-2798.39455539236,26,-3327.03413061847,-3573.02900772799,31,
-2627.96687174864,-2805.46350095513,26,-3328.62907409381,-3580.86840536496,31,
-2629.19655958118,-2792.30391183406,26,-3330.62275343798,-3590.66765241117,31,
-2629.908559517,-2786.79399698647,26,-3329.42654583148,-3584.78810418344,31,
-2638.5477652524,-2797.37847278661,26,-3329.42654583148,-3584.78810418344,31,
-2630.48698729894,-2788.28321508538,26,-3329.02780996264,-3582.8282547742,31,
-2637.32891329631,-2785.16515963606,26,-3327.03413061847,-3573.02900772799,31,
-2631.32982712537,-2785.26987407468,26,-3327.03413061847,-3573.02900772799,31,
-2638.53810481644,-2789.14222536864,26,-3332.21769691332,-3598.50705004813,31,
-2629.93472749512,-2787.29331175385,26,-3327.4328664873,-3574.98885713723,31,
-2636.43373751364,-2787.17987111201,26,-3327.4328664873,-3574.98885713723,31,
-2638.95952472965,-2787.63555486329,26,-3328.23033822497,-3578.90855595572,31,
-2624.18575246367,-2789.78575770513,26,-3331.02148930681,-3592.62750182041,31,
-2617.7521715262,-2791.39777067934,26,-3326.63539474964,-3571.06915831875,31,
-2616.75232383104,-2791.41522308578,26,-3326.63539474964,-3571.06915831875,31,
-2631.27749116913,-2784.27124453993,26,-3327.4328664873,-3574.98885713723,31,
-2628.93487979996,-2787.31076416029,26,-3326.2366588808,-3569.10930890951,31,
-2630.59165921143,-2790.28047415489,26,-3332.61643278215,-3600.46689945737,31,
-2628.61813179924,-2790.81469373515,26,-3328.62907409381,-3580.86840536496,31,
-2625.11866486619,-2790.87577715768,26,-3328.62907409381,-3580.86840536496,31,
-2627.72568827984,-2783.3336984277,26,-3327.63223442172,-3575.96878184185,31,
-2628.77787193124,-2784.31487555602,26,-3328.42970615939,-3579.88848066034,31,
-2623.64390833585,-2800.29321643817,26,-3328.62907409381,-3580.86840536496,31,
-2621.45453367629,-2790.63524341022,26,-3327.83160235614,-3576.94870654647,31,
-2608.827958952,-2787.96531059932,26,-3327.23349855289,-3574.00893243261,31,
-2615.17306370856,-2784.29849165979,26,-3328.62907409381,-3580.86840536496,31,
-2606.32881563956,-2788.03075297009,26,-3327.4328664873,-3574.98885713723,31,
-2611.91416970166,-2789.88487619757,26,-3329.22717789706,-3583.80817947882,31,
-2619.45521902634,-2790.68759730684,26,-3329.22717789706,-3583.80817947882,31,
-3326.43602681522,-3570.08923361413,31,
-3326.43602681522,-3570.08923361413,31,
-3328.42970615939,-3579.88848066034,31,-2613.34822660807,-2788.34703844273,33,
-3328.62907409381,-3580.86840536496,31,-2615.56563819485,-2793.28992565402,33,
-3329.02780996264,-3582.8282547742,31,-2606.8940733831,-2789.51623682831,33,
-3329.02780996264,-3582.8282547742,31,-2616.56529551982,-2793.26374870572,33,
-3329.02780996264,-3582.8282547742,31,-2612.06683755743,-2793.3815449731,33,
-3327.83160235614,-3576.94870654647,31,-2624.75704707056,-2786.04790709403,33,
-3330.62275343798,-3590.66765241117,31,-2624.84428584529,-2788.04600353719,33,
-3327.63223442172,-3575.96878184185,31,-2609.54588455131,-2792.94746323308,33,
