COPPos,ID,
-2780.02369240273,1999.4062300205,1,
-2777.65874182466,1983.58197620671,1,
-2777.65874182466,1983.58197620671,1,
-2781.50178651403,2009.29638865412,1,
-2781.05835828064,2006.32934106404,1,
-2779.43245475821,1995.45016656705,1,
-2779.72807358047,1997.42819829378,1,
-2779.72807358047,1997.42819829378,1,
-2765.50605500772,2001.5111872637,1,
-2704.07777007614,1851.07407176024,1,
-2704.19097328991,1852.06764361592,1,
-2731.91377735163,1858.73842591792,1,
-2768.79017715688,1924.241024405,1,
-2781.79740533628,2011.27442038085,1,
-2871.07286754528,1949.44011870209,1,
-2870.72344142078,1943.39178917622,1,
-2870.72344142078,1943.39178917622,1,
-2868.79601189587,1934.61757345673,1,
-2777.95436064691,1985.56000793344,1,
-2777.95436064691,1985.56000793344,1,
-2861.79144236132,1936.50930164069,1,
-2861.29250931094,1933.55379906914,1,
-2861.29250931094,1933.55379906914,1,
-2861.29250931094,1933.55379906914,1,
-2777.65874182466,1983.58197620671,1,
-2777.65874182466,1983.58197620671,1,
-2861.86565221814,1935.47410570318,1,
-2861.07018489175,1935.12968301248,1,
-2861.07018489175,1935.12968301248,1,
-2777.3631230024,1981.60394447999,1,
-2778.54559829143,1989.51607138688,1,
-2778.54559829143,1989.51607138688,1,
-2778.54559829143,1989.51607138688,1,
-2777.3631230024,1981.60394447999,1,
-2855.56553107437,1943.97292826128,1,
-2853.04816867544,1931.75280197795,1,
-2851.97259667978,1928.91588010521,1,
-2851.97259667978,1928.91588010521,1,
-2852.53905266203,1933.38425753578,1,
-2850.27926780659,1925.18605913355,1,
-2858.27137188635,1927.68791143149,1,
-2851.03908499715,1936.48381755442,1,
-2848.19671797886,1925.84557275911,1,
-2850.0437124318,1929.39361609183,1,
-2860.6379409882,1937.71503746704,1,
-2866.16833575609,1951.57708143541,1,
-2872.26412335685,1963.07109683535,1,
-2876.67786712116,1950.33055468046,1,
-2885.00012661464,1973.70127509675,1,
-2901.43028424301,1995.6699994838,1,
-2895.3696725962,1976.21308958499,1,
-2915.61374187881,1997.16980187212,1,
-2915.61374187881,1997.16980187212,1,
-2928.55144511587,2019.73301081374,1,
-2914.53888148456,1993.32761645987,1,
-2911.89883886026,1986.27061128179,1,
-2911.81823506863,1986.28959095532,1,
-2914.10906618222,1995.4764652484,1,
-2913.74624174045,1992.49043798478,1,
-2913.74624174045,1992.49043798478,1,
-2905.70466718221,1985.73759603538,1,
-2905.70466718221,1985.73759603538,1,
-2898.82382911746,1985.81650591221,1,
-2893.4138840602,1992.14945709969,1,
-2892.93136155391,1991.74553755349,1,
-2895.06727837797,1999.44629156093,1,
-2884.97453816545,1989.89357730079,1,
-2885.70359448788,1994.3302716022,1,
-2885.67362228821,1992.80511655603,1,
-2879.31648466961,1997.17891938376,1,
-2879.31648466961,1997.17891938376,1,
-2881.17000948895,2005.45862717157,1,
-2880.32572369145,2001.04613390167,1,
-2872.17764727881,1992.98518315376,1,
-2873.02739881718,1999.43687630269,1,
-2876.15193239824,2010.00433529919,1,
-2875.54198971389,2007.07192276471,1,
-2875.54198971389,2007.07192276471,1,
-2867.05910093632,2002.58998059568,1,
-2870.42713803454,2017.70061013646,1,
-2869.28385508545,2011.81868551375,1,
-2867.13905212015,2002.06417032953,1,
-2868.401478593,2009.45048697026,1,
-2867.11038623279,2002.57954648419,1,
-2867.14957857273,2004.60974876837,1,
-2867.41653150763,2007.10315664976,1,
-2867.47386328235,2006.07240434043,1,
-2867.83734033192,2009.56526219667,1,
-2867.83734033192,2009.56526219667,1,
-2867.69557739905,2007.55592813548,1,
-2870.17675803049,2016.73246249608,1,
-2867.50857564797,2004.53670998793,1,
-2869.38642567838,2011.79781729077,1,
-2869.05004801224,2012.37579811438,1,
-2869.18128449253,2011.83955373673,1,
-2869.79514154615,2016.30055923335,1,
-2870.26275569257,2015.18633403209,1,
-2870.26275569257,2015.18633403209,1,
-2867.69557739905,2007.55592813548,1,
-2867.89467210664,2008.53450988734,1,
-2870.0455215502,2017.26870687373,1,
-2870.4558039219,2017.1852339818,1,
-2869.50400269822,2017.88842414332,1,
-2869.50400269822,2017.88842414332,1,
-2867.57038739702,2007.07185431529,1,
-2867.84338681018,2008.54494399884,1,
-2867.61562621522,2008.08173840163,1,
-2867.61562621522,2008.08173840163,1,
-2867.16615150358,2006.13500900938,1,
-2867.16615150358,2006.13500900938,1,
-2867.50252916971,2005.55702818577,1,
-2867.50252916971,2005.55702818577,1,
-2866.15410503477,1999.71684000902,1,
-2866.17672444387,2000.2217820522,1,
-2866.17672444387,2000.2217820522,1,
-2866.67748445198,2002.15807733295,1,
-2881.45680736909,2034.39492634568,1,
-2866.62015267726,2003.18882964228,1,
-2866.62015267726,2003.18882964228,1,
-2942.42965894719,1925.6008415696,1,
-2941.92889893908,1923.66454628884,1,
-2868.22343679059,2013.56306209609,1,
-2868.69105093701,2012.44883689483,1,
-2868.49800270767,2010.44993694512,1,
-2868.49800270767,2010.44993694512,1,
-2794.80463351569,2098.30781635669,1,
-2795.10025233795,2100.28584808342,1,
-2794.06558646004,2093.36273703988,1,
-2794.06558646004,2093.36273703988,1,
-2792.88311117101,2085.45061013299,1,
-2794.95244292682,2099.29683222006,1,
-2793.03092058214,2086.43962599635,1,
-2793.03092058214,2086.43962599635,1,
-2639.31002229951,2145.74441261868,1,
-2639.56468228728,2225.57333888494,1,
-2637.97025827227,2256.61060253644,1,
-2800.56920054974,2136.87943502781,1,
-2799.8301534941,2131.934355711,1,
-2801.89948524991,2145.78057779807,1,
-2803.37757936121,2155.67073643169,1,
-2806.18595817267,2174.46203783556,1,
-2806.48157699493,2176.44006956229,1,
-2806.18595817267,2174.46203783556,1,
-2806.18595817267,2174.46203783556,1,
-2808.10748051736,2187.31924405927,1,
-2807.8118616951,2185.34121233254,1,
-2811.65490638447,2211.05562477995,1,
-2809.73338403978,2198.19841855625,1,
-2810.02900286204,2200.17645028297,1,
-2808.55090875074,2190.28629164935,1,
-2808.55090875074,2190.28629164935,1,
-2810.17681227317,2201.16546614633,1,
-2810.91585932882,2206.11054546314,1,
-2809.73338403978,2198.19841855625,1,
-2811.35928756221,2209.07759305323,1,
-2810.62024050656,2204.13251373642,1,
-2812.54176285124,2216.98971996012,1,
-2811.95052520673,2213.03365650668,1,
-2811.35928756221,2209.07759305323,1,
-2790.07473235954,2066.65930872911,1,
-2770.85950891269,1938.08724649206,2,
-2754.093860729,1920.30920562689,2,
-2752.84130282036,1911.39679300822,2,
-2719.7223385114,1869.36182184332,2,
-2690.64839338722,1850.53288845963,2,
-2677.62499913468,1853.8543700207,2,
-2707.91046675637,2005.16180078413,2,
-2681.06829642746,1988.10348071747,2,
-2681.10651976106,1970.10756375756,2,
-2682.26089129415,1972.3250908405,2,
-2649.07257767342,1965.50990035331,2,
-2639.67709792334,1942.7060486357,2,
-2618.24838789013,1920.66790781738,2,
-2609.23659643742,1906.34853520988,2,
-2609.23659643742,1906.34853520988,2,
-2706.91251902417,2025.21518911528,2,
-2703.00025600095,2017.85729250812,2,
-2576.79624896966,1883.08941803427,2,
-2563.09267164959,1858.55179374569,2,
-2530.7897767651,1847.28495311091,2,
-2530.7897767651,1847.28495311091,2,
-2485.63993518106,1809.54198107962,2,
-2472.43642242308,1786.86624132369,2,
-2439.33801400412,1655.65023815261,2,
-2346.10515427573,1629.7692664048,2,
-2349.979754147,1637.89253396395,2,
-2316.06986723153,1671.57551490156,2,
-2354.24954167073,1598.47208328588,2,
-2279.07162196614,1768.78103658887,2,
-2223.80227307716,1561.73411611263,2,
-2204.07035108846,1515.24862101328,2,
-2186.36558096303,1474.81844875956,2,
-2197.85824634934,1455.04258446275,2,
-2179.42680044044,1419.66699226107,2,
-2191.74334695773,1441.81310600029,2,
-2188.02103201522,1418.42172396583,2,
-2179.75342066024,1395.23385629291,2,
-2136.3280999538,1378.15554161711,2,
