footPos,ID,
-2839.51406569061,1670.78318240011,8,
-2838.83921252757,1667.86007220575,8,
-2838.83921252757,1667.86007220575,8,
-2841.76357623404,1680.52688304796,8,
-2840.63882096232,1675.65503272403,8,
-2839.28911463626,1669.80881233532,8,
-2840.63882096232,1675.65503272403,8,
-2844.68793994051,1693.19369389017,8,
-2839.73901674495,1671.75755246489,8,
-2840.41386990798,1674.68066265925,8,
-2841.31367412536,1678.57814291839,8,
-2839.28911463626,1669.80881233532,8,
-2844.91289099486,1694.16806395495,8,
-2842.43842939708,1683.44999324232,8,
-2842.43842939708,1683.44999324232,8,
-2843.56318466879,1688.32184356624,8,
-2841.08872307101,1677.6037728536,8,
-2841.08872307101,1677.6037728536,8,
-2840.86377201667,1676.62940278882,8,
-2840.86377201667,1676.62940278882,8,
-2841.08872307101,1677.6037728536,8,
-2841.08872307101,1677.6037728536,8,
-2842.21347834273,1682.47562317753,8,
-2841.31367412536,1678.57814291839,8,
-2842.88833150576,1685.39873337189,8,
-2841.08872307101,1677.6037728536,8,
-2841.31367412536,1678.57814291839,8,
-2844.23803783183,1691.2449537606,8,
-2844.23803783183,1691.2449537606,8,
-2844.23803783183,1691.2449537606,8,
-2842.66338045142,1684.4243633071,8,
-2841.08872307101,1677.6037728536,8,
-2839.96396779929,1672.73192252968,8,
-2839.96396779929,1672.73192252968,8,
-2844.91289099486,1694.16806395495,8,
-2841.31367412536,1678.57814291839,8,
-2839.73901674495,1671.75755246489,8,
-2840.41386990798,1674.68066265925,8,
-2841.31367412536,1678.57814291839,8,
-2841.31367412536,1678.57814291839,8,
-2841.76357623404,1680.52688304796,8,
-2841.08872307101,1677.6037728536,8,
-2841.08872307101,1677.6037728536,8,
-2842.88833150576,1685.39873337189,8,
-2842.66338045142,1684.4243633071,8,
-2839.51406569061,1670.78318240011,8,
-2841.08872307101,1677.6037728536,8,
-2840.41386990798,1674.68066265925,8,
-2841.5386251797,1679.55251298317,8,
-2843.56318466879,1688.32184356624,8,
-2845.1378420492,1695.14243401974,8,
-2842.43842939708,1683.44999324232,8,
-2842.43842939708,1683.44999324232,8,
-2839.06416358192,1668.83444227054,8,
-2840.86377201667,1676.62940278882,8,
-2840.86377201667,1676.62940278882,8,
