1,
2,
3,2.88916,6.52555,1.0043,
4,2.8804,6.60322,0.937467,
5,2.87505,6.63003,0.913687,
6,2.8242,6.44374,0.93624,
7,2.79844,6.42175,0.896125,
8,2.77117,6.43703,0.862041,
9,2.73532,6.34786,0.859321,
10,2.69767,6.26028,0.851773,
11,2.67026,6.38314,0.754798,
12,2.67026,6.38314,0.754798,
13,2.37007,6.34978,0.88724,
14,2.34968,6.47054,0.845951,
15,2.29907,6.23114,0.920605,
16,2.27464,6.08209,0.964459,
17,2.26183,6.22873,0.928642,
18,2.22957,6.26031,0.924987,
19,2.19846,6.25453,0.932724,
20,2.16938,6.19301,0.965325,
21,2.14158,6.21977,0.975335,
22,2.09993,6.25336,0.990105,
23,2.07024,6.19216,1.024,
24,2.03369,6.06852,1.07905,
25,2.00855,6.05646,1.09029,
26,1.98719,6.13,1.07567,
27,1.96729,6.26359,1.04413,
28,1.95631,6.31401,1.03974,
29,1.94975,6.45735,0.99679,
30,1.87977,5.86594,1.14652,
31,1.85429,6.01959,1.08978,
32,1.82354,5.93515,1.10032,
33,1.7878,5.79152,1.13096,
34,1.74818,5.77548,1.11938,
35,1.70626,5.523,1.16595,
36,1.67715,5.22938,1.22542,
37,1.64697,5.00719,1.27124,
38,1.6312,4.65468,1.37087,
39,1.44331,5.98518,1.18007,
40,1.43999,5.86756,1.21106,
41,1.40178,5.8557,1.21519,
42,1.35873,5.8238,1.23056,
43,1.31448,5.79329,1.24547,
44,1.27129,5.75482,1.25492,
45,1.22766,5.74313,1.24623,
46,1.15704,5.90138,1.16914,
47,1.09945,5.72305,1.2053,
48,1.04985,5.62967,1.22472,
49,1.00482,5.60679,1.21871,
50,0.955962,5.63421,1.2027,
51,0.902586,5.78514,1.16235,
52,0.902287,5.79095,1.16071,
53,0.850851,5.9287,1.12292,
54,0.8049,6.04718,1.09297,
55,0.757987,6.10529,1.08553,
56,0.722305,6.05495,1.10371,
57,0.684165,6.01113,1.12174,
58,0.582921,6.58133,0.969374,
59,0.614218,5.20255,1.33509,
60,0.554633,5.31379,1.29963,
61,0.508011,5.33665,1.29131,
62,0.456275,5.46663,1.25085,
63,0.38814,5.73335,1.17525,
64,0.365727,5.78847,1.15817,
65,0.303755,6.07234,1.07433,
66,0.202745,6.66501,0.87656,
67,0.110329,7.09853,0.736305,
68,0.27437,4.98354,1.28994,
69,0.275931,4.96881,1.29408,
70,-0.081938,6.38135,0.734201,
71,-0.159237,6.76335,0.604486,
72,-0.175269,6.8149,0.589669,
73,-0.180343,6.79648,0.593171,
74,-0.189556,6.83322,0.576899,
75,0.134337,4.36147,1.32067,
76,0.128933,4.39243,1.30772,
77,0.132691,4.36362,1.31633,
78,-0.162188,5.27552,0.963362,
79,-0.165248,5.28975,0.976588,
80,-0.0647984,4.61211,1.19767,
81,-0.0719278,4.59104,1.20297,
82,-0.0693436,4.54394,1.21645,
83,-0.0716846,4.52004,1.22298,
84,-0.0753289,4.48552,1.2391,
85,-0.0731103,4.4513,1.25453,
