COPPos,ID,,,,,
-1379.358211,2408.209048,856.2888288,1616.292465,-231.1995505,3991.439628,0
-1367.145837,2400.279643,855.9893616,1615.320591,-254.3351527,4006.496595,0
-1362.78255,2392.408066,850.5407364,1603.522051,-237.7127655,4010.298456,0
-1356.75774,2390.269016,845.5182067,1593.76013,-257.623597,4014.884072,0
-1352.636858,2382.834748,848.1588252,1584.408409,-274.4824759,4014.427556,0
-1350.536591,2380.724612,845.6760867,1576.107894,-304.0643197,4018.037213,0
-1348.354948,2376.788823,840.7087758,1566.88615,-321.5096739,4023.760035,0
-1307.876976,2311.664728,837.6119489,1519.717662,-382.8585095,4003.858857,0
-1313,2274.18271,812.6040178,1472.524435,-401.2061838,4015.625349,0
-1296.5,2245.603872,796.7923528,1453.924407,-400.9969144,4012.632657,0
-1287.247538,2188.441355,787.7697609,1437.818334,-419.4948597,4016.77073,0
-1284.558773,2164.600936,776.3590678,1413.348024,-418.2534271,4003.3315,0
-1337.197516,2186.316214,771.4957778,1401.219983,-436.7879291,4010.324052,0
-1278.672844,2135.013688,765.8658255,1388.374383,-435.4601522,3998.40059,0
-1277.682785,2113.46343,754.8628771,1367.094869,-500.7469016,4026.466331,0
-1324.425363,2093.78627,733.0706083,1337.575649,-457.9069997,4018.998156,0
-1281.035488,2082.035235,730.5878699,1329.275135,-458.3598125,4022.972444,0
-1322.323246,2071.446144,719.7625584,1309.045009,-498.2836635,4008.743822,0
-1264.4835,2074.117082,722.8691707,1311.331181,-547.3314408,3991.93113,0
-1261.8008,2070.49055,712.4116784,1290.901345,-549.8729219,3912.54914,0
-1261.829963,2069.887069,708.1367186,1284.709049,-603.2102068,4036.173738,0
-1262.746504,2051.672539,706.9918082,1281.35776,-641.3936906,3929.551452,0
-1271.345221,2065.136962,709.8009126,1285.508148,-643.900366,3945.350156,0
-1278.079747,2056.367128,702.1705407,1272.624281,-691.0984478,3909.465642,0
-1276.379506,2054.485651,696.8732769,1263.014126,-705.7823189,3895.525909,0
-1273.695973,2047.919571,700.8597368,1272.768429,-719.1412501,3873.556642,0
-1265.802461,2035.18855,692.912875,1269.219244,-732.6711153,3854.459927,0
-1268.101274,2019.54011,690.6983951,1265.880755,-729.3108432,3839.847531,0
-1269.55036,2020.986828,679.5080469,1245.289362,-747.6173225,3844.100565,0
-1257.051889,2000.540493,685.7748455,1256.639298,-763.3759503,3839.840448,0
-1259.473265,2004.325021,680.0378227,1245.57075,-762.8317689,3835.875025,0
-1254.377421,1993.964374,677.2358094,1242.547954,-758.7999278,3817.327085,0
-1257.044215,1978.764993,678.3606424,1243.075653,-759.2167933,3816.225749,0
-1254.493818,1974.469455,670.0174507,1228.879078,-775.770809,3812.160193,0
-1256.162775,1956.826051,669.9596931,1229.476159,-774.6821605,3807.793862,0
-1261.468741,2007.226933,664.3833287,1220.585471,-772.5839581,3796.49632,0
-1244.968012,1960.369726,648.5179425,1194.581416,-788.1250288,3787.407985,0
-1302.919465,1931.657544,647.3127803,1192.964787,-817.2497604,3757.177965,0
-1192.758463,1768.337142,650.5290541,1197.463132,-834.3062708,3755.088968,0
-1258.84165,1843.614537,645.6632621,1187.624594,-829.0007934,3730.673775,0
-1249.358543,1813.778001,647.7847984,1193.843256,-844.1416658,3719.637922,0
-1233.962896,1792.396662,648.0233527,1192.016937,-855.750289,3694.38498,0
-1235.774509,1724.761082,644.6464205,1185.340731,-851.2366642,3672.856079,0
-1251.783922,1775.016123,647.6090922,1190.541387,-847.942413,3657.714355,0
-1259.584039,1786.034136,651.139159,1198.83345,-855.4891308,3617.332857,0
-1222.468093,1706.624572,649.9189491,1196.092814,-866.2847868,3595.551841,0
-1221.240599,1704.43037,652.7585817,1201.925629,-862.405844,3577.974438,0
-1263.093408,1765.106725,650.2528804,1196.479433,-864.0397126,3584.779991,0
-1215.826816,1697.854782,653.702618,1203.682565,-859.0935947,3564.888149,0
-1202.605644,1679.657468,651.7417401,1199.641765,-848.6942002,3522.655575,0
-1212.045438,1693.184577,650.3181619,1196.444356,-849.0528,3524.11187,0
-1253.842006,1763.768051,653.2381237,1203.366101,-840.5376541,3489.652997,0
-1254.586078,1751.526859,653.5142974,1204.3498,-852.6654734,3471.982281,0
-1255.166781,1752.340974,647.458391,1194.018641,-845.3526998,3444.437839,0
-1205.339099,1697.031797,647.3127803,1192.964787,-834.2658603,3402.892659,0
-1246.69252,1715.925045,652.5239932,1187.905379,-817.1179629,3338.643036,0
-1249.043661,1719.161113,659.2456037,1201.271624,-820.3443602,3292.169193,0
-1274.705232,1722.665252,653.6167566,1189.013635,-862.2061662,3308.596069,0
-1171.775804,1538.942172,653.8681645,1192.847481,-814.4346562,3216.193874,0
-1229.674289,1542.766189,652.6444693,1190.67593,-802.5569349,3172.792915,0
-1222.430141,1509.770642,654.7540742,1194.068049,-815.719846,3126.07654,0
-1230.789922,1450.978612,662.6446495,1193.724382,-753.5574463,3096.881585,0
-1230.112556,1442.802895,666.1163431,1200.913256,-751.9621526,3091.0964,0
-1210.22939,1384.273097,666.8716484,1202.203914,-746.755497,3069.726775,0
-1153.296235,1386.71585,663.4292584,1196.703997,-745.2215012,3063.411961,0
-1155.444865,1387.513815,670.3866387,1207.664002,-739.4079063,3039.103078,0
-1170.280025,1381.561735,671.0404794,1210.147015,-736.0319026,3023.975675,0
-1164.233157,1374.280463,667.6269537,1203.494573,-733.1357,3011.81864,0
-1160.035689,1368.694861,666.4937762,1200.137844,-728.8326399,2993.315682,0
-1162.178844,1359.240779,671.2434085,1207.762306,-727.2305325,2985.988277,0
-1163.9422,1361.66783,667.4841404,1213.814245,-722.6217314,2965.501616,0
-1163.009512,1349.779243,671.1522409,1235.061891,-717.4529129,2943.093474,0
-1167.750415,1340.606732,664.6468283,1235.680419,-682.2765478,2955.264406,0
-1167.927248,1328.034906,677.0585219,1243.623812,-657.9346664,2854.657378,0
-1172.605709,1320.693914,681.5742378,1251.958878,-643.7845611,2847.263153,0
-1175.549872,1310.115249,684.3849699,1257.811713,-624.8893838,2816.758934,0
-1187.32698,1311.619622,686.1244613,1260.841795,-607.57992,2793.995173,0
-1171.66044,1293.496649,689.2118563,1265.41319,-593.2441327,2780.714123,0
-1180.84503,1280.369662,697.8762959,1269.655376,-576.1457796,2751.079597,0
-1185.573826,1273.92343,705.2239362,1271.721968,-573.8143545,2740.34204,0
-1178.816714,1267.259156,712.6362513,1273.701182,-560.1532891,2727.252947,0
-1182.359792,1271.461456,726.7919396,1286.733921,-542.6555027,2706.963651,0
-1182.264994,1270.867469,731.5116018,1283.818533,-542.3665246,2706.002715,0
-1184.848452,1273.235075,727.8232378,1290.735635,-513.3379151,2688.781184,0
-1186.533446,1275.758124,728.2275749,1291.654012,-497.4657756,2671.997597,0
-1177.521823,1276.5503,716.2611733,1281.967939,-493.7702746,2655.409458,0
-1175.640212,1274.89062,726.0259408,1299.961876,-493.8131636,2655.401509,0
-1171.573958,1270.491771,719.8777527,1302.970235,-464.2716129,2625.730531,0
-1178.211148,1278.632313,720.8685121,1316.799587,-436.611298,2609.614863,0
-1177.699962,1277.745239,711.6860099,1313.941335,-494.5077882,2640.270432,0
-1163.801279,1274.313303,705.8666663,1317.141164,-520.9040038,2634.379288,0
-1172.001008,1293.771693,699.1115749,1330.916709,-342.3658284,2436.059449,0
-1168.204026,1289.802337,689.1204947,1341.05249,-364.3106289,2526.547424,0
-1164.721704,1286.221554,681.0762562,1353.526529,-362.2143358,2501.111034,0
-1165.581754,1287.463509,678.7566951,1362.935083,-320.398144,2499.041552,0
-1171.035968,1293.299493,682.0189119,1369.653645,-308.7928355,2484.631911,0
-1161.415194,1293.792992,672.5331599,1366.981406,-261.5553496,2444.207005,0
-1162.832922,1295.875935,673.136179,1366.687294,-261.1370205,2439.225155,0
-1170.971679,1305.345123,669.3925435,1360.760829,-298.5889037,2524.303869,0
-1159.286001,1302.905141,669.6622303,1362.844253,-301.2725848,2552.174962,0
-1154.09328,1298.16797,658.3373385,1371.661583,-225.3532207,2412.925366,0
-1149.64947,1304.260327,654.5610619,1365.191565,-245.4276898,2439.220848,0
-1137.285165,1301.664143,646.7550054,1350.718203,-240.31893,2441.867228,0
-1142.553857,1307.671935,649.2436868,1355.045303,-227.7910719,2432.780834,0
-1192.55056,1381.848523,643.1497388,1344.718032,-226.0900422,2443.888995,0
-1178.006989,1377.244944,633.6580944,1340.259231,-177.8251684,2418.577648,0
-1170.253418,1379.305827,625.9949857,1339.615699,-178.4008639,2429.562573,0
-1151.585215,1399.922878,623.7979288,1335.697862,-89.82883707,2370.694033,0
-1140.23417,1408.632,617.4878396,1322.165832,-47.25660366,2372.702703,0
-1122.315251,1427.040516,615.437202,1320.376315,-36.20261575,2376.465844,0
-1112.338056,1425.992388,613.0391013,1318.748822,-25.46085322,2370.137004,0
-1115.967493,1465.971996,595.4372331,1282.475631,-3.791703591,2369.688643,0
-1045.669964,1439.241233,594.5685756,1282.880693,-4.083847185,2378.173779,0
-1014.694595,1430.307896,584.7584433,1266.038418,16.84392902,2385.606111,0
-997.6659753,1444.716251,579.5620535,1260.224298,16.09380047,2395.593396,0
-983.5019714,1467.890345,567.154676,1236.905051,37.82710047,2382.869922,0
-982.259501,1478.110641,564.8912375,1231.370721,37.3690969,2393.359929,0
-971.5409708,1493.578177,556.0093162,1216.292211,57.746233,2393.549455,0
-957.9440032,1516.747327,541.8402284,1200.367255,88.56142776,2401.082898,0
-957.8903679,1516.192936,539.2557112,1194.979563,99.91765841,2430.074225,0
-957.3819769,1516.513707,536.3373872,1188.649228,109.8909461,2456.258261,0
-973.5294571,1528.402724,542.0944503,1173.42939,142.1681827,2471.488056,0
-959.1603035,1535.700827,536.473885,1161.678974,171.3184947,2496.743659,0
-953.6209153,1528.011599,531.800589,1148.481993,270.1567179,2480.668748,0
-942.5499148,1540.11948,521.9413539,1124.921917,320.9550586,2524.243521,0
-948.0219917,1547.856755,513.0668259,1107.126087,348.1030573,2551.716937,0
-930.9095303,1551.247623,516.5912116,1097.86685,372.9121913,2558.299939,0
-932.7252107,1553.059809,503.6856945,1081.87572,391.84111,2593.165058,0
-926.612352,1556.421568,499.5636951,1064.586118,407.3872754,2607.713567,0
-915.0635894,1554.242459,492.9880131,1045.156548,410.7900165,2627.886825,0
-924.2396118,1569.648531,474.8304382,1013.083117,427.1141076,2651.813601,0
-912.9520898,1580.843626,480.890013,1011.882026,429.5289188,2666.084495,0
-905.0205646,1584.45885,469.6788276,981.4171256,452.7702976,2662.742016,0
-907.3107498,1601.674664,470.6837537,966.5494555,466.7732121,2682.815904,0
-899.1277182,1589.123195,461.8075862,961.3681802,468.7520853,2698.684251,0
-899.4691548,1588.93002,456.4675733,936.7594544,483.5914928,2714.106914,0
-899.2685218,1604.621974,455.7849313,935.4294892,495.1071569,2713.764857,0
-889.7440578,1619.749617,454.8980913,944.0416416,508.1696669,2721.16059,0
-864.7105284,1640.013366,456.7229876,947.0374071,565.4250927,2776.789935,0
-862.2310501,1669.304943,454.7219507,941.9210335,581.3267056,2795.360778,0
-887.0412525,1779.129511,441.4854917,937.1844268,514.0280355,2868.112769,0
-897.6639549,1796.997564,422.2867648,928.8923533,647.6340855,2805.211417,0
-882.6898388,1822.162179,412.9963848,942.6890417,651.8676876,2915.338888,0
-868.0207667,1871.070194,407.0156926,940.7482834,673.8814603,2934.722843,0
-881.6348497,1847.225616,403.0193264,931.0656426,698.2936866,2961.528626,0
-881.4275031,1846.770636,401.0550287,939.8332774,699.8110814,2967.849031,0
-860.0436178,1921.119708,366.6107282,885.0765921,723.5147553,2980.31863,0
-788.5009152,1897.221324,360.1051099,869.3706401,725.7977897,2991.507555,0
-790.7919362,1902.763759,365.4626779,882.3049535,731.8458371,3015.764948,0
-784.3619302,1912.130156,363.1665773,876.7616764,758.4607753,3076.312123,0
-782.3851928,1907.540283,365.8453613,883.2288331,755.0382362,3028.292962,0
-811.1264402,1982.199004,363.5492607,877.6855559,748.0778117,3013.612155,0
-763.6709837,1907.573504,396.9730999,930.1835455,748.9245383,3017.00819,0
-773.4879761,1932.709881,404.4351322,933.8060828,779.7142695,3127.263126,0
-772.1614726,1929.473251,411.5379427,939.6551567,779.7142695,3127.263126,0
-774.5695342,1934.967597,410.9949304,929.8370632,781.4077228,3134.055196,0
-773.0457363,1953.64244,424.1727718,935.9722152,785.7623169,3151.520519,0
-776.8046647,1961.828083,423.6708363,936.1956913,807.9762731,3124.212436,0
-807.8015399,2009.103375,432.8560056,942.6716486,807.2251331,3121.307993,0
-808.0314237,2028.203971,435.288761,937.912258,812.7334932,3142.607241,0
-815.2087528,2044.553882,435.3522367,937.8833305,842.1971728,3143.122639,0
-812.7634389,2053.146038,426.100613,925.8798831,846.8559156,3160.509304,0
-721.3946824,1879.297399,422.0438605,923.2837701,795.0294897,3154.583625,0
-811.8564145,2075.074452,405.7585268,915.6216545,994.0353364,3053.060384,0
-808.733535,2093.195526,394.9554672,916.6779709,994.0353364,3053.060384,0
-825.5172074,2170.402653,392.3879881,920.4775993,994.0353364,3053.060384,0
-764.7595948,2221.023134,383.3414724,917.7714912,979.5269543,3115.692571,0
-709.0834458,2145.097878,372.7101213,917.6812422,965.1684639,3116.999538,0
-698.9495563,2180.055536,370.2798599,924.4175268,1027.749782,3071.620319,0
-698.4086644,2215.852487,365.484125,914.0601491,1082.831693,3170.706507,0
-693.5066969,2240.33904,355.0913866,898.3664062,1030.922829,3081.103556,0
-696.568747,2254.024051,349.6286548,891.4405201,1027.452456,3147.912528,0
-701.3622767,2276.057446,339.4272481,880.4053493,1035.047789,3093.431763,0
-709.0691919,2303.458698,329.6072709,873.1252654,1035.682399,3095.328411,0
-726.5256896,2323.737998,328.4972729,887.8899024,1033.778571,3089.638469,0
-730.6823223,2340.227983,316.6658343,869.6163687,1031.874743,3083.948527,0
-755.239894,2346.621348,295.5361773,853.4883626,1030.922829,3081.103556,0
-785.7512548,2367.500758,262.6943293,827.620291,1030.288219,3079.206908,0
-797.0258601,2365.158463,237.8997743,805.0592972,0,,
-808.887476,2364.094729,252.273027,909.6671478,0,,
-813.0918127,2375.862788,147.6713826,825.6614402,1188.237889,3099.085964,0
-872.4976887,2400.988902,111.0402426,788.7328329,1035.999703,3096.276734,0
-888.8385502,2402.450134,116.0025499,808.9791802,1127.810932,3196.317308,0
-889.4746452,2401.257775,69.47722377,745.4253523,1117.557935,3201.742517,0
-892.2763043,2408.751153,55.22223365,743.1992336,1115.812759,3196.526737,0
-891.1881876,2413.791527,27.23313501,737.532062,1108.670024,3205.236174,0
-891.0343308,2423.049526,-6.218453268,744.4043325,1055.672592,3155.072801,0
-928.7615563,2481.790083,-19.71505656,744.2655132,1064.557122,3181.625863,0
-936.835724,2504.556639,-35.6266187,751.9039621,1072.489739,3205.333955,0
-936.835724,2504.556639,-45.44543972,749.1548793,1070.268606,3198.695689,0
-958.1968252,2518.430012,-55.26569339,752.3290218,1062.33599,3174.987598,0
-959.2614359,2536.692311,-76.11991701,747.8742955,1054.720678,3152.22783,0
-956.9418666,2536.752306,-88.14692123,745.5933398,1137.121595,3178.005245,0
-971.7883454,2545.958587,-104.4618216,740.4184656,1035.047789,3093.431763,0
-997.7340814,2570.039471,-133.3651762,731.9720171,1018.547947,3044.118933,0
-992.6013352,2583.503299,-154.0319374,729.9061882,1005.221151,3004.28934,0
-1047.389999,2537.269918,-200.2908588,736.756481,1001.413496,2992.909456,0
-1047.389999,2537.269918,-245.7953361,731.3760698,963.8240055,2966.345274,0
-1073.707276,2688.734841,-262.8002528,789.8454121,982.5079834,3104.411281,0
-1073.707276,2688.734841,-276.6681252,782.1599105,993.1682868,3093.124089,0
-1165.955774,2748.116415,-337.4169613,776.7004952,1003.579106,3081.187428,0
-1042.398481,2694.47331,-377.6261277,796.1133349,987.0604797,3073.629772,0
-1057.668631,2712.808929,-392.8745041,807.3227458,988.3177723,3077.951111,0
-1061.238421,2723.746488,-437.242494,813.6971556,987.6319375,3075.021447,0
-1080.530551,2739.366237,-436.9899409,774.3633264,986.3712177,3071.226072,0
-1093.519566,2740.12633,-468.6736961,792.9023993,983.9121073,3063.615369,0
-1100.463957,2797.124703,-476.7597181,783.8985567,983.950233,3064.128032,0
-1105.137253,2810.321683,-506.3332902,796.4013854,982.1041332,3057.895704,0
-1108.420788,2828.648063,-513.6997065,793.4393753,971.1733818,3068.372946,0
-1096.223391,2829.873715,-522.1525155,795.8276092,978.8841567,3045.561967,0
-1091.381277,2844.652436,-527.5068496,800.466667,977.2442072,3040.83945,0
-1093.003624,2845.48664,-544.2457018,809.6745636,972.8541536,3028.076549,0
-1091.167687,2840.302111,-549.5854194,811.3219172,984.2970667,3018.117632,0
-1091.628509,2851.309474,-558.4334889,805.0503055,975.1137463,2991.153055,0
-1088.297841,2856.978613,-564.4219146,814.8323975,971.4662582,2982.35539,0
-1087.129517,2853.679368,-574.3200393,817.2323851,968.8010112,2934.847385,0
-1090.561862,2857.090906,-569.8826021,804.86097,966.1744558,2927.822343,0
-1093.290418,2869.820996,-591.3608389,829.7240158,953.4551351,2894.139029,0
-1123.844754,2899.022714,-590.0956462,823.5856423,939.6818713,2856.068563,0
-1054.330008,2844.682283,-599.5321747,830.6370633,934.5033306,2841.99389,0
-1061.737158,2865.926249,-621.3332676,846.2507461,922.909202,2811.096003,0
-1063.913802,2872.582632,-620.7793535,839.515405,916.7173242,2794.199019,0
-1062.366879,2868.358,-692.8000301,908.1217178,910.62598,2777.794961,0
-1065.624457,2876.746859,-693.4090612,908.91544,901.7183345,2752.850201,0
-1068.064322,2884.904575,-665.8455021,882.8208282,905.6331988,2724.690248,0
-1074.191562,2901.29259,-668.5971925,878.852604,901.5203747,2712.893255,0
-1082.819118,2926.348832,-719.9719614,923.2565464,892.1682887,2685.987696,0
-1058.552344,2908.348661,-729.585996,928.4110439,896.0205699,2696.29109,0
-1120.80001,3079.372718,-744.0617626,932.1293261,889.3943273,2676.377351,0
-1120.115969,3077.493333,-762.8847441,929.6542825,898.6189062,2668.070378,0
-1098.558374,3102.233147,-762.2419564,928.8882381,890.1259157,2642.989766,0
-1106.235932,3123.913901,-774.1900065,935.8100108,888.0091957,2634.738841,0
-1110.909228,3137.110882,-776.2672439,930.7384074,884.1987698,2622.841932,0
-1090.38821,3125.726914,-777.1201628,923.4091666,887.0348045,2588.570826,0
-1096.373495,3144.811321,-795.7551348,928.341642,883.441543,2577.652856,0
-1103.21563,3167.831416,-796.7806092,921.4570832,880.5036326,2567.566208,0
-1093.149314,3185.08051,-798.5733587,916.4513135,878.5558181,2521.586738,0
-1100.001244,3208.088635,-805.3404121,904.8478984,869.6911945,2493.979288,0
-1114.680855,3253.240419,-808.4112748,893.832422,858.8850488,2425.416557,0
-1113.945314,3251.908221,-815.798811,884.418471,843.8637401,2382.997689,0
-1117.100018,3261.391734,-820.8622584,876.7206804,810.4830542,2288.73354,0
-1139.967481,3279.927012,-855.0264953,871.4598134,842.2264681,2272.366121,0
-1142.661439,3287.456065,-839.715664,837.2756737,834.6555862,2251.182559,0
-1133.211799,3304.392879,-844.0798787,834.945304,841.7835758,2296.425023,0
-1135.017882,3310.643173,-883.2041956,801.0732264,840.1988553,2205.844887,0
-1138.394354,3319.524514,-899.030785,799.7563086,833.9659333,2188.962358,0
-1149.258175,3350.673323,-904.8406841,797.2128837,835.7641118,2231.133813,0
-1130.453797,3343.41526,-904.4902294,796.8562584,821.0867679,2209.290129,0
-1135.041797,3357.691118,-915.8748833,806.5791254,822.4875974,2213.036818,0
-1135.740615,3359.037228,-910.8814169,801.6839613,813.8072325,2180.275555,0
-1149.316057,3474.068339,-922.3137189,812.851996,820.2146644,2178.897792,0
-1146.30288,3490.815223,-919.6863335,810.5507974,798.6783825,2135.402565,0
-1141.344849,3411.120188,-925.0166243,822.047118,792.3496194,2119.653904,0
-1145.787114,3424.396719,-921.1026509,818.1944274,794.9761748,2126.678946,0
-1166.848171,3591.189406,-923.1605457,821.12683,788.7106399,2002.258606,0
-1172.719494,3609.259479,-928.9772739,825.8479694,791.2761485,2008.771529,0
-1190.333462,3663.469701,-931.9426122,828.5179719,730.3199698,1861.119399,0
-1193.423632,3672.980266,-935.949938,832.2669842,725.0297228,1848.165441,0
-1196.204785,3681.539775,-929.5524996,827.4453707,721.6331433,1821.236648,0
-1197.74987,3686.295057,-937.9199649,833.8061379,717.0594438,1809.613658,0
-1289.382045,3737.661109,-945.0000225,833.8892812,704.5235376,1781.264653,0
-1307.227634,3780.118717,-940.8837171,830.2591707,700.4351273,1771.599685,0
-1244.104908,3721.212525,-945.2198249,834.3922899,686.5556213,1756.444708,0
-1246.882439,3730.29742,-947.1047989,836.7760137,674.9782546,1728.244143,0
-1262.993601,3727.388948,-941.0640661,832.3049361,678.5527168,1738.651571,0
-1269.022163,3747.765566,-951.6366143,833.6635333,667.1701767,1710.374262,0
-1279.245618,3754.950172,-953.1616693,835.7056362,670.0542856,1716.220036,0
-1278.944913,3753.996456,-949.191678,831.9079942,666.2761526,1685.714669,0
-1274.482136,3768.208933,-945.1812348,828.1560748,662.067102,1673.946198,0
-1288.373686,3767.093113,-947.7998814,823.1080453,654.7808598,1653.72305,0
-1284.071464,3778.413402,-956.4552618,823.5470889,645.8466272,1629.316208,0
-1331.010378,3858.556125,-959.5485723,826.0742824,636.2812458,1603.009534,0
-1336.993211,3869.119533,-963.671707,829.6989138,630.1001961,1584.497093,0
-1232.917177,3784.108861,-952.8050689,820.8998103,615.7077861,1565.68362,0
-1236.707808,3795.492835,-958.4786966,825.0229185,591.5129446,1519.550689,0
-1261.595268,3812.742359,-965.2984651,830.8703627,577.3543139,1500.554456,0
-1277.913633,3808.720866,-967.914996,833.1853234,554.5505967,1471.010468,0
-1275.542486,3801.606753,-963.2711925,830.159653,531.7997334,1442.343965,0
-1282.658724,3824.002488,-967.8127893,826.6256826,506.5858357,1406.417938,0
-1286.23763,3885.5049,-974.0205271,839.4937243,482.8770754,1381.033688,0
-1309.305005,4029.62646,-985.5413451,859.0723783,463.9353964,1345.904803,0
-1311.468124,4036.283855,-991.5261135,873.5092945,453.6380046,1329.389289,0
-1307.141886,4022.969064,-990.9570793,880.9666847,436.6606022,1318.806368,0
-1310.321636,4035.127217,-1001.888943,891.1677239,431.7764631,1307.300057,0
-1309.713091,4098.304066,-1007.601204,898.9854755,403.7849806,1265.069744,0
-1298.738909,4129.084517,-1015.97174,907.5664086,397.6364037,1254.98781,0
-1278.172343,4127.612723,-1009.651131,903.423474,379.2115482,1238.28841,0
-1285.475274,4153.603578,-1021.354962,912.7595977,363.5213444,1215.901262,0
-1291.808951,4175.185647,-1016.906669,916.9465916,391.9804424,1248.738364,0
-1296.1553,4190.058528,-1007.804303,918.1098566,299.2661659,1128.908067,0
-1299.699934,4202.040517,-1015.299351,925.4212937,316.9810851,1225.674913,0
-1303.093989,4213.022652,-1018.361409,927.9789317,231.1427388,1144.785595,0
-1304.860203,4219.277194,-1028.069485,937.3005414,224.4102873,1127.959404,0
-1283.642518,4215.197488,-1019.278137,937.2952699,208.714648,1075.796078,0
-1289.48639,4234.311932,-1024.870181,942.2598076,219.7057773,1102.662268,0
-1287.374286,4227.642284,-1010.393223,936.6479403,222.401859,1016.788135,0
-1288.229758,4228.948322,-1013.320958,940.0873041,212.7819584,1078.140128,0
-1273.523167,4245.017639,-1007.354134,934.7971648,196.4674376,1046.472899,0
-1274.662976,4248.327971,-1013.490123,940.6383666,188.5828941,1038.779038,0
-1275.585647,4251.181743,-1015.975905,934.9896351,191.5687341,1022.340012,0
-1255.366899,4249.430297,-1011.525688,930.2615904,190.0999348,1032.445589,0
-1264.303293,4277.01837,-1020.881682,939.9578026,175.8432994,1028.853064,0
-1252.527911,4304.400714,-1020.689543,940.9047629,165.9273422,1017.553386,0
-1337.202378,4307.721307,-1021.72665,933.0775289,180.9738927,921.6671953,0
-1241.322257,4476.063455,-1027.194053,937.4256964,146.2191676,881.2029195,0
-1255.485891,4527.135869,-1023.965225,943.9654791,122.6319386,849.6526292,0
-1266.018634,4490.315374,-1016.812646,936.288325,100.7986945,832.1853429,0
-1251.589335,4526.100808,-1018.668936,945.3128445,72.68098158,798.5543696,0
-1220.554224,4584.232894,-1019.850952,946.2363367,54.44376025,791.6395657,0
-1221.475676,4594.9391,-1030.835941,963.6838496,37.90557925,767.6543635,0
-1214.324644,4614.828512,-1032.792461,965.2401362,32.24308835,766.9881084,0
-1186.48172,4645.654222,-1028.687369,969.5747414,20.78778947,744.9532511,0
-1165.282499,4659.333446,-1031.458158,971.7233843,18.49115916,742.3400157,0
-1153.972114,4658.227744,-1031.813603,971.345535,7.696455266,739.8377748,0
-1137.645876,4661.88887,-1035.326238,975.6164742,2.731802795,735.5068805,0
-1133.773785,4652.484197,-1035.231287,966.8948723,-5.765515392,729.6039077,0
-1133.773785,4652.484197,-1036.13519,965.9255558,-5.559446522,725.2183189,0
-1127.454667,4644.322474,-1047.38018,977.2700985,-10.04761112,726.8384309,0
-1127.454667,4644.322474,-1035.715008,967.1074992,-17.02717073,723.5214744,0
-1128.244999,4642.995442,-1041.0519,970.8919818,-23.13967614,712.6161781,0
-1128.244999,4642.995442,-1046.030882,966.3354763,-29.31656551,708.6747799,0
-1109.573692,4650.248021,-1040.915895,960.8503236,-36.10330144,706.7688905,0
-1111.253675,4657.893474,-1046.712881,967.06683,-59.31318507,701.4231274,0
-1102.646686,4679.183734,-1050.944651,972.0383072,-73.04618179,692.4611058,0
-1102.134646,4679.381143,-1043.280619,964.9032887,-79.62250085,699.7125092,0
-1081.592796,4689.610424,-1043.984887,964.1414152,-85.73450643,685.5395318,0
-1081.592796,4689.610424,-1053.493695,973.688173,-96.60667295,678.3524088,0
-1067.87083,4690.519578,-1053.845829,973.3072363,-111.3229727,669.9396829,0
-1065.409802,4693.005283,-1056.573822,976.2326511,-115.5388633,680.6510503,0
-1059.46475,4699.073724,-1058.429733,977.8977767,-108.9541427,678.5259159,0
-1063.334308,4718.316945,-1053.594304,973.5793339,-107.693242,669.1747445,0
-1060.03265,4689.96735,-1063.902619,985.9340275,-107.8328399,673.1723078,0
-1072.640914,4654.392141,-1057.779128,987.4141476,-110.7365934,674.5593621,0
-1002.02912,4723.782158,-1065.317638,995.4094356,-108.2107556,680.6498588,0
-826.0443812,4684.730481,-1064.374503,994.959065,-108.0422369,679.1686528,0
-842.1936617,4776.317602,-1065.779738,1005.086637,-106.0783407,666.4090144,0
-823.0924104,4918.606295,-1066.204311,1008.271431,-107.1358233,673.2795889,0
-862.917191,4833.75467,-1064.140181,1006.102311,-105.5787635,665.4811444,0
-815.1174519,4823.983816,-1074.991896,1027.158156,-106.0259915,664.9099282,0
-793.5998301,4821.866193,-1077.731024,1029.336957,-106.8336854,671.3165676,0
-745.5436597,4835.70099,-1074.503128,1035.663025,-105.5089645,663.4823627,0
-744.0000666,4824.811689,-1068.879154,1039.958888,-106.2468594,667.8902205,0
-742.9144755,4818.403802,-1067.592348,1039.140296,-105.2766256,663.5181231,0
-743.5228242,4822.356307,-1069.777386,1040.462819,-106.7055584,664.3029517,0
-743.6749114,4823.344433,-1066.315461,1036.877355,-106.5140978,668.853851,0
-717.9576485,4845.694549,-1070.330503,1050.462057,-105.1953557,664.5353941,0
-692.5501161,4863.796627,-1064.817341,1054.763454,-104.9106676,663.0720682,0
-774.9763398,4893.008039,-1065.810796,1056.595085,-105.0442867,663.5538835,0
-735.4996298,4921.342936,-1064.149572,1063.998265,-104.747641,655.0590614,0
-735.4996298,4921.342936,-1054.182826,1054.234719,-104.9166464,666.5878163,0
-692.8036966,4929.554446,-1040.932951,1061.054407,-107.1245383,655.3235257,0
-633.8351894,4814.456247,-1040.819446,1059.763679,-109.2947376,662.0142284,0
-535.8673368,4970.465802,-1044.762178,1075.471009,-108.2637665,663.6848957,0
