-1132.80406712176,3889.23509341215,0
-1132.80406712176,3889.23509341215,0
-1132.80406712176,3889.23509341215,0
-1134.90507539646,3880.48376412858,0
-1134.90507539646,3880.48376412858,0
-1133.73784857718,3885.34561373056,0
-1133.73784857718,3885.34561373056,0
-1133.03751248561,3888.26272349176,0
-1133.03751248561,3888.26272349176,0
-1133.03751248561,3888.26272349176,0
-1133.50440321333,3886.31798365096,0
-1132.5706217579,3890.20746333255,0
-1132.5706217579,3890.20746333255,0
-1135.37196612417,3878.53902428778,0
-1135.37196612417,3878.53902428778,0
-1102.87409065451,3841.58031107154,0
-1102.87409065451,3841.58031107154,0
-1086.52792957992,3824.86791968083,0
-1041.16071320089,3754.3042457008,0
-1041.16071320089,3754.3042457008,0
-1033.6780386707,3727.32259301095,0
-1032.34184679031,3722.50444074491,0
-1028.60050952521,3709.01361439999,0
-1028.60050952521,3709.01361439999,0
-1030.73841653384,3716.72265802566,0
-1030.73841653384,3716.72265802566,0
-1030.73841653384,3716.72265802566,0
-1027.26431764482,3704.19546213395,0
-1028.06603277305,3707.08635349357,0
-1026.99707926874,3703.23183168074,0
-1028.60050952521,3709.01361439999,0
-1022.72126525149,3687.8137444294,0
-1022.72126525149,3687.8137444294,0
-1026.72984089266,3702.26820122753,0
-1026.72984089266,3702.26820122753,0
-1023.25574200365,3689.74100533582,0
-1026.99707926874,3703.23183168074,0
-1023.25574200365,3689.74100533582,0
-1023.7902187558,3691.66826624223,0
-1021.3850733711,3682.99559216336,0
-1023.52298037972,3690.70463578903,0
-1023.52298037972,3690.70463578903,0
-1055.96671013492,3682.5935571397,0
-1055.96671013492,3682.5935571397,0
-1055.96671013492,3682.5935571397,0
-1057.34489691401,3687.39986561939,0
-1057.62053426983,3688.36112731533,0
-1058.72308369309,3692.20617409908,0
-1061.75509460708,3702.7800527544,0
-1033.94527704678,3728.28622346416,0
-1029.66946302952,3712.86813621282,0
-1029.66946302952,3712.86813621282,0
-1031.27289328599,3718.64991893208,0
-1031.27289328599,3718.64991893208,0
-1028.06603277305,3707.08635349357,0
-1029.40222465345,3711.90450575962,0
-1027.26431764482,3704.19546213395,0
-1067.26784172342,3722.00528667317,0
